日付,コード,銘柄名,市場・商品区分,33業種コード,33業種区分,17業種コード,17業種区分,規模コード,規模区分
20260228,1699,ＮＥＸＴ　ＦＵＮＤＳ　ＮＯＭＵＲＡ　原油インデックス連動型上場投信,ETF・ETN,-,-,-,-,-,-
20260228,170A,ＳＭＴ　ＥＴＦ日本好配当株アクティブ,ETF・ETN,-,-,-,-,-,-
20260228,1711,ＳＤＳホールディングス,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-
20260228,1716,第一カッター興業,スタンダード（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2
20260228,1717,明豊ファシリティワークス,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260228,1718,美樹工業,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-
20260228,1719,安藤・間,プライム（内国株式）,2050,建設業,3,建設・資材,4,TOPIX Mid400
20260228,171A,ゼロジャパン,PRO Market,6050,卸売業,13,商社・卸売,-,-
20260228,1720,東急建設,プライム（内国株式）,2050,建設業,3,建設・資材,6,TOPIX Small 1
20260228,1721,コムシスホールディングス,プライム（内国株式）,2050,建設業,3,建設・資材,4,TOPIX Mid400
20260228,1723,日本電技,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-
20260228,1724,シンクレイヤ,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-
20260228,1726,ビーアールホールディングス,プライム（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2
20260228,172A,ネオホーム,PRO Market,8050,不動産業,17,不動産,-,-
20260228,1736,オーテック,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-
20260228,173A,ハンモック,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20260228,1758,太洋基礎工業,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-
20260228,175A,Ｗｉｌｌ　Ｓｍａｒｔ,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20260228,1762,高松コンストラクショングループ,プライム（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2
20260228,1764,工藤建設,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-
20260228,1766,東建コーポレーション,プライム（内国株式）,2050,建設業,3,建設・資材,6,TOPIX Small 1
20260228,1768,ソネック,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-
20260228,1770,藤田エンジニアリング,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-
20260228,1773,ワイ・ティー・エル・コーポレーション・バーハッド,プライム（外国株式）,2050,建設業,3,建設・資材,-,-
20260228,1776,三井住建道路,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-
20260228,177A,コージンバイオ,グロース（内国株式）,3200,化学,4,素材・化学,-,-
20260228,1780,ヤマウラ,プライム（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2
20260228,1783,ｆａｎｔａｓｉｓｔａ,スタンダード（内国株式）,8050,不動産業,17,不動産,-,-
20260228,1786,オリエンタル白石,プライム（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2
20260228,1787,ナカボーテック,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-
20260228,1788,三東工業社,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-
20260228,178A,グローバルＸ　革新的優良企業　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
20260228,1793,大本組,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-
20260228,1795,マサル,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-
20260228,1798,守谷商会,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-
20260228,1799,第一建設工業,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-
20260228,179A,グローバルＸ　超長期米国債　ＥＴＦ（為替ヘッジあり）,ETF・ETN,-,-,-,-,-,-
20260228,1801,大成建設,プライム（内国株式）,2050,建設業,3,建設・資材,4,TOPIX Mid400
20260228,1802,大林組,プライム（内国株式）,2050,建設業,3,建設・資材,4,TOPIX Mid400
20260228,1803,清水建設,プライム（内国株式）,2050,建設業,3,建設・資材,4,TOPIX Mid400
20260228,1807,佐藤渡辺,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-
20260228,1808,長谷工コーポレーション,プライム（内国株式）,2050,建設業,3,建設・資材,4,TOPIX Mid400
20260228,180A,グローバルＸ　超長期米国債　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
20260228,1810,松井建設,スタンダード（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2
20260228,1811,錢高組,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-
20260228,1812,鹿島建設,プライム（内国株式）,2050,建設業,3,建設・資材,4,TOPIX Mid400
20260228,1813,不動テトラ,プライム（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2
20260228,1814,大末建設,プライム（内国株式）,2050,建設業,3,建設・資材,-,-
20260228,1815,鉄建建設,プライム（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2
20260228,181A,ＭＡＸＩＳ米国国債１－３年上場投信（為替ヘッジなし）,ETF・ETN,-,-,-,-,-,-
20260228,1820,西松建設,プライム（内国株式）,2050,建設業,3,建設・資材,4,TOPIX Mid400
20260228,1822,大豊建設,スタンダード（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2
20260228,1826,佐田建設,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-
20260228,1827,ナカノフドー建設,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-
20260228,1828,田辺工業,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-
20260228,182A,ＭＡＸＩＳ米国国債２０年超上場投信（為替ヘッジなし）,ETF・ETN,-,-,-,-,-,-
20260228,1833,奥村組,プライム（内国株式）,2050,建設業,3,建設・資材,6,TOPIX Small 1
20260228,1835,東鉄工業,プライム（内国株式）,2050,建設業,3,建設・資材,6,TOPIX Small 1
20260228,183A,ＭＡＸＩＳ米国国債２０年超上場投信（為替ヘッジあり）,ETF・ETN,-,-,-,-,-,-
20260228,1840,土屋ホールディングス,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-
20260228,1841,サンユー建設,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-
20260228,1844,大盛工業,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-
20260228,1847,イチケン,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-
20260228,1848,富士ピー・エス,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-
20260228,184A,学びエイド,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20260228,1850,南海辰村建設,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-
20260228,1852,淺沼組,プライム（内国株式）,2050,建設業,3,建設・資材,6,TOPIX Small 1
20260228,1853,森組,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-
20260228,185A,リサイクルテック・ジャパン,PRO Market,9050,サービス業,10,情報通信・サービスその他,-,-
20260228,1860,戸田建設,プライム（内国株式）,2050,建設業,3,建設・資材,4,TOPIX Mid400
20260228,1861,熊谷組,プライム（内国株式）,2050,建設業,3,建設・資材,6,TOPIX Small 1
20260228,1866,北野建設,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-
20260228,1867,植木組,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-
20260228,186A,アストロスケールホールディングス,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260228,1870,矢作建設工業,プライム（内国株式）,2050,建設業,3,建設・資材,6,TOPIX Small 1
20260228,1871,ピーエス・コンストラクション,プライム（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2
20260228,1873,日本ハウスホールディングス,プライム（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2
20260228,1878,大東建託,プライム（内国株式）,8050,不動産業,17,不動産,4,TOPIX Mid400
20260228,1879,新日本建設,プライム（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2
20260228,1882,東亜道路工業,プライム（内国株式）,2050,建設業,3,建設・資材,6,TOPIX Small 1
20260228,1885,東亜建設工業,プライム（内国株式）,2050,建設業,3,建設・資材,6,TOPIX Small 1
20260228,1887,日本国土開発,プライム（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2
20260228,1888,若築建設,プライム（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2
20260228,188A,グローバルＸ　インド・トップ１０＋　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
20260228,1893,五洋建設,プライム（内国株式）,2050,建設業,3,建設・資材,4,TOPIX Mid400
20260228,1897,金下建設,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-
20260228,1898,世紀東急工業,プライム（内国株式）,2050,建設業,3,建設・資材,6,TOPIX Small 1
20260228,1899,福田組,プライム（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2
20260228,189A,Ｄ＆Ｍカンパニー,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260228,1904,大成温調,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-
20260228,1905,テノックス,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-
20260228,1909,日本ドライケミカル,スタンダード（内国株式）,3600,機械,8,機械,-,-
20260228,190A,Ｃｈｏｒｄｉａ　Ｔｈｅｒａｐｅｕｔｉｃｓ,グロース（内国株式）,3250,医薬品,5,医薬品,-,-
20260228,1911,住友林業,プライム（内国株式）,2050,建設業,3,建設・資材,4,TOPIX Mid400
20260228,1914,日本基礎技術,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-
20260228,191A,ミモザ,PRO Market,9050,サービス業,10,情報通信・サービスその他,-,-
20260228,1921,巴コーポレーション,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-
20260228,1925,大和ハウス工業,プライム（内国株式）,2050,建設業,3,建設・資材,2,TOPIX Large70
20260228,1926,ライト工業,プライム（内国株式）,2050,建設業,3,建設・資材,6,TOPIX Small 1
20260228,1928,積水ハウス,プライム（内国株式）,2050,建設業,3,建設・資材,2,TOPIX Large70
20260228,1929,日特建設,プライム（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2
20260228,192A,インテグループ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260228,1930,北陸電気工事,プライム（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2
20260228,1934,ユアテック,プライム（内国株式）,2050,建設業,3,建設・資材,6,TOPIX Small 1
20260228,1938,日本リーテック,プライム（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2
20260228,1939,四電工,プライム（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2
20260228,1941,中電工,プライム（内国株式）,2050,建設業,3,建設・資材,6,TOPIX Small 1
20260228,1942,関電工,プライム（内国株式）,2050,建設業,3,建設・資材,4,TOPIX Mid400
20260228,1944,きんでん,プライム（内国株式）,2050,建設業,3,建設・資材,4,TOPIX Mid400
20260228,1945,東京エネシス,プライム（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2
20260228,1946,トーエネック,プライム（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2
20260228,1948,弘電社,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-
20260228,1949,住友電設,プライム（内国株式）,2050,建設業,3,建設・資材,-,-
20260228,194A,ＷＯＬＶＥＳ　ＨＡＮＤ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260228,1950,日本電設工業,プライム（内国株式）,2050,建設業,3,建設・資材,6,TOPIX Small 1
20260228,1951,エクシオグループ,プライム（内国株式）,2050,建設業,3,建設・資材,4,TOPIX Mid400
20260228,1952,新日本空調,プライム（内国株式）,2050,建設業,3,建設・資材,6,TOPIX Small 1
20260228,1959,クラフティア,プライム（内国株式）,2050,建設業,3,建設・資材,4,TOPIX Mid400
20260228,195A,ＭＵＳＣＡＴ　ＧＲＯＵＰ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260228,1960,サンテック,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-
20260228,1961,三機工業,プライム（内国株式）,2050,建設業,3,建設・資材,6,TOPIX Small 1
20260228,1963,日揮ホールディングス,プライム（内国株式）,2050,建設業,3,建設・資材,4,TOPIX Mid400
20260228,1964,中外炉工業,プライム（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2
20260228,1965,テクノ菱和,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-
20260228,1966,高田工業所,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-
20260228,1967,ヤマト,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-
20260228,1968,太平電業,プライム（内国株式）,2050,建設業,3,建設・資材,6,TOPIX Small 1
20260228,1969,高砂熱学工業,プライム（内国株式）,2050,建設業,3,建設・資材,4,TOPIX Mid400
20260228,196A,ＭＦＳ,グロース（内国株式）,7200,その他金融業,16,金融（除く銀行）,-,-
20260228,1972,三晃金属工業,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-
20260228,1975,朝日工業社,プライム（内国株式）,2050,建設業,3,建設・資材,6,TOPIX Small 1
20260228,1976,明星工業,プライム（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2
20260228,1979,大氣社,プライム（内国株式）,2050,建設業,3,建設・資材,6,TOPIX Small 1
20260228,197A,タウンズ,スタンダード（内国株式）,3250,医薬品,5,医薬品,-,-
20260228,1980,ダイダン,プライム（内国株式）,2050,建設業,3,建設・資材,6,TOPIX Small 1
20260228,1981,協和日成,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-
20260228,1982,日比谷総合設備,プライム（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2
20260228,198A,ＰｏｓｔＰｒｉｍｅ,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20260228,1992,神田通信機,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-
20260228,1994,高橋カーテンウォール工業,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-
20260228,1997,暁飯島工業,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-
20260228,199A,メディエア,PRO Market,5250,情報・通信業,10,情報通信・サービスその他,-,-
20260228,2001,ニップン,プライム（内国株式）,3050,食料品,1,食品,6,TOPIX Small 1
20260228,2002,日清製粉グループ本社,プライム（内国株式）,3050,食料品,1,食品,4,TOPIX Mid400
20260228,2003,日東富士製粉,スタンダード（内国株式）,3050,食料品,1,食品,7,TOPIX Small 2
20260228,2004,昭和産業,プライム（内国株式）,3050,食料品,1,食品,7,TOPIX Small 2
20260228,2009,鳥越製粉,スタンダード（内国株式）,3050,食料品,1,食品,-,-
20260228,200A,ＮＥＸＴ　ＦＵＮＤＳ　日経半導体株指数連動型上場投信,ETF・ETN,-,-,-,-,-,-
20260228,2011,ＳＭＤＡＭ　Ａｃｔｉｖｅ　ＥＴＦ　日本高配当株式,ETF・ETN,-,-,-,-,-,-
20260228,2012,ｉシェアーズ　米国債０－３ヶ月　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
20260228,2013,ｉシェアーズ　米国高配当株　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
20260228,2014,ｉシェアーズ　米国連続増配株　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
20260228,2015,ｉＦｒｅｅＥＴＦ　米国国債７－１０年（為替ヘッジなし）,ETF・ETN,-,-,-,-,-,-
20260228,2016,ｉＦｒｅｅＥＴＦ　米国国債７－１０年（為替ヘッジあり）,ETF・ETN,-,-,-,-,-,-
20260228,2017,ｉＦｒｅｅＥＴＦ　ＪＰＸプライム１５０,ETF・ETN,-,-,-,-,-,-
20260228,2018,グローバルＸ　ＵＳ　ＲＥＩＴ・トップ２０　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
20260228,2019,グローバルＸ　米国優先証券　ＥＴＦ（隔月分配型）,ETF・ETN,-,-,-,-,-,-
20260228,201A,ｉシェアーズ　Ｎｉｆｔｙ　５０　インド株　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
20260228,202A,豆蔵,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20260228,2031,ＮＥＸＴ　ＮＯＴＥＳ　香港ハンセン・ダブル・ブル　ＥＴＮ,ETF・ETN,-,-,-,-,-,-
20260228,2032,ＮＥＸＴ　ＮＯＴＥＳ　香港ハンセン・ベア　ＥＴＮ,ETF・ETN,-,-,-,-,-,-
20260228,2033,ＮＥＸＴ　ＮＯＴＥＳ　韓国ＫＯＳＰＩ・ダブル・ブル　ＥＴＮ,ETF・ETN,-,-,-,-,-,-
20260228,2034,ＮＥＸＴ　ＮＯＴＥＳ　韓国ＫＯＳＰＩ・ベア　ＥＴＮ,ETF・ETN,-,-,-,-,-,-
20260228,2036,ＮＥＸＴ　ＮＯＴＥＳ　金先物　ダブル・ブル　ＥＴＮ,ETF・ETN,-,-,-,-,-,-
20260228,2037,ＮＥＸＴ　ＮＯＴＥＳ　金先物　ベア　ＥＴＮ,ETF・ETN,-,-,-,-,-,-
20260228,2038,ＮＥＸＴ　ＮＯＴＥＳ　ドバイ原油先物　ダブル・ブル　ＥＴＮ,ETF・ETN,-,-,-,-,-,-
20260228,2039,ＮＥＸＴ　ＮＯＴＥＳ　ドバイ原油先物　ベア　ＥＴＮ,ETF・ETN,-,-,-,-,-,-
20260228,203A,シュンビン,PRO Market,9050,サービス業,10,情報通信・サービスその他,-,-
20260228,2040,ＮＥＸＴ　ＮＯＴＥＳ　ＮＹダウ・ダブル・ブル・ドルヘッジ　ＥＴＮ,ETF・ETN,-,-,-,-,-,-
20260228,2041,ＮＥＸＴ　ＮＯＴＥＳ　ＮＹダウ・ベア・ドルヘッジ　ＥＴＮ,ETF・ETN,-,-,-,-,-,-
20260228,2042,ＮＥＸＴ　ＮＯＴＥＳ　東証グロース市場２５０　ＥＴＮ,ETF・ETN,-,-,-,-,-,-
20260228,2043,ＮＥＸＴ　ＮＯＴＥＳ　ＳＴＯＸＸ　アセアン好配当５０（円、ネットリターン）ＥＴＮ,ETF・ETN,-,-,-,-,-,-
20260228,2044,ＮＥＸＴ　ＮＯＴＥＳ　Ｓ＆Ｐ５００　配当貴族（ネットリターン）　ＥＴＮ,ETF・ETN,-,-,-,-,-,-
